Date	SLLT	STTB	TSLD	TSLX	TSLN
6/04/1991	45	60	16.89727505	16.93438993	16.86035383
6/04/1991	60	90	15.87227585	15.90423435	15.84015134
6/04/1991	90	120	15.50651141	15.52418467	15.48895216
6/04/1991	120	150	15.69365198	15.70248711	15.68488821
6/04/1991	150	180	16.1671567	16.17065163	16.16368407
6/04/1991	180	210	21.11767677	21.12310635	21.11225538
7/04/1991	0	0	25.0520893	16.95650746	35.65768931
7/04/1991	0	5	24.06715944	29.74379922	18.92855741
7/04/1991	5	15	21.82200795	22.676199	21.1261355
7/04/1991	15	30	19.71717751	19.86412238	19.62789524
7/04/1991	30	45	18.11468214	18.16947524	18.06235936
7/04/1991	45	60	16.97407073	17.0126989	16.93598567
7/04/1991	60	90	15.93734181	15.96898882	15.90559095
7/04/1991	90	120	15.54290139	15.5609549	15.52494426
7/04/1991	120	150	15.71188755	15.72097824	15.7028677
7/04/1991	150	180	16.17435875	16.17793889	16.17080194
7/04/1991	180	210	21.10660121	21.11202423	21.10118645
8/04/1991	0	0	23.48666761	17.25574738	32.56022386
8/04/1991	0	5	23.32093664	27.55850321	19.54807874
8/04/1991	5	15	22.22198373	22.60991488	21.76701032
8/04/1991	15	30	19.98983415	20.10905183	19.87284015
8/04/1991	30	45	18.2376492	18.30407572	18.17214234
8/04/1991	45	60	17.05491493	17.0964611	17.01437612
8/04/1991	60	90	16.00191888	16.03348837	15.97033463
8/04/1991	90	120	15.58003236	15.59842014	15.56172978
8/04/1991	120	150	15.73064251	15.7399849	15.72136966
8/04/1991	150	180	16.18173731	16.18540605	16.17809288
8/04/1991	180	210	21.09553955	21.1009556	21.09013187
9/04/1991	0	0	22.62887734	15.03893558	33.49290942
9/04/1991	0	5	22.61934811	27.3800219	18.32277549
9/04/1991	5	15	21.9675422	22.43816679	21.50098394
9/04/1991	15	30	20.15720478	20.20811182	20.1142981
9/04/1991	30	45	18.3724089	18.43402287	18.30699174
9/04/1991	45	60	17.14174808	17.18584119	17.09827234
9/04/1991	60	90	16.06651211	16.09825312	16.03483418
9/04/1991	90	120	15.61782226	15.63651647	15.59920854
9/04/1991	120	150	15.749907	15.75949495	15.74038692
9/04/1991	150	180	16.18929905	16.19305947	16.18556386
9/04/1991	180	210	21.08449293	21.08990134	21.07909298
10/04/1991	0	0	23.09809499	16.70398548	32.01353709
10/04/1991	0	5	22.64222432	26.90669527	18.80366377
10/04/1991	5	15	21.7894559	22.16676672	21.35126305
10/04/1991	15	30	20.21901816	20.2491899	20.20379557
10/04/1991	30	45	18.49181153	18.54296646	18.43656663
10/04/1991	45	60	17.23239081	17.27702801	17.18773266
10/04/1991	60	90	16.13153179	16.16353611	16.09960791
10/04/1991	90	120	15.65622207	15.67520565	15.63731734
10/04/1991	120	150	15.76966711	15.77949311	15.75990725
10/04/1991	150	180	16.19704996	16.2009048	16.19322122
10/04/1991	180	210	21.07346296	21.07886281	21.06807166
11/04/1991	0	0	25.9390181	16.88281168	37.92177856
11/04/1991	0	5	24.70519235	30.76970755	19.1560233
11/04/1991	5	15	22.16636472	23.1202706	21.45963714
11/04/1991	15	30	20.28527164	20.39014406	20.25192462
11/04/1991	30	45	18.5928389	18.64075982	18.54509028
11/04/1991	45	60	17.32303323	17.36688321	17.27891495
11/04/1991	60	90	16.19704629	16.22924743	16.16490114
11/04/1991	90	120	15.69519728	15.71445298	15.67601828
11/04/1991	120	150	15.7899064	15.79996191	15.77991533
11/04/1991	150	180	16.20499523	16.20894677	16.20107059
11/04/1991	180	210	21.06245183	21.0678419	21.05707038
12/04/1991	0	0	27.17270782	18.67913169	38.53397712
12/04/1991	0	5	25.99688696	31.7771006	20.71764654
12/04/1991	5	15	23.14479637	24.04587761	22.46239831
12/04/1991	15	30	20.53115109	20.71755827	20.397899
12/04/1991	30	45	18.70160266	18.76498393	18.64305965
12/04/1991	45	60	17.41266165	17.45703957	17.36873727
12/04/1991	60	90	16.2629015	16.2952427	16.23061885
12/04/1991	90	120	15.73470973	15.7542165	15.71527656
12/04/1991	120	150	15.81060644	15.82088192	15.80039364
12/04/1991	150	180	16.21313909	16.21718912	16.20911669
12/04/1991	180	210	21.05146232	21.05684111	21.04609226
13/04/1991	0	0	27.21208327	19.9788462	36.76408537
13/04/1991	0	5	26.3333241	31.16723014	21.88449835
13/04/1991	5	15	23.89033172	24.54077537	23.33454029
13/04/1991	15	30	20.90350471	21.10353225	20.7279778
13/04/1991	30	45	18.84649072	18.92915434	18.76808966
13/04/1991	45	60	17.50527907	17.55288534	17.45895564
13/04/1991	60	90	16.32911604	16.36174244	16.29662063
13/04/1991	90	120	15.77471942	15.79446193	15.75505019
13/04/1991	120	150	15.83174718	15.84223259	15.82132274
13/04/1991	150	180	16.22148472	16.22563449	16.21736322
13/04/1991	180	210	21.04049784	21.04586353	21.03514095
14/04/1991	0	0	27.63673042	19.25916951	38.77875933
14/04/1991	0	5	26.81460814	32.45294444	21.65262092
14/04/1991	5	15	24.3306413	25.05417468	23.68713884
14/04/1991	15	30	21.27298351	21.46558144	21.11346799
14/04/1991	30	45	19.02529738	19.1193895	18.9329897
14/04/1991	45	60	17.60577915	17.6581425	17.55497332
14/04/1991	60	90	16.3961228	16.42934851	16.36313649
14/04/1991	90	120	15.81520801	15.83518966	15.79530537
14/04/1991	120	150	15.85330848	15.86399456	15.84268207
14/04/1991	150	180	16.23003424	16.23428452	16.22581282
14/04/1991	180	210	21.02956229	21.03491286	21.0242206
15/04/1991	0	0	27.00540337	19.21445327	37.39910954
15/04/1991	0	5	26.4716021	31.71050984	21.68454331
15/04/1991	5	15	24.61157323	25.1477841	24.03174748
15/04/1991	15	30	21.6168763	21.77523689	21.47545755
15/04/1991	30	45	19.22391639	19.32343941	19.12364841
15/04/1991	45	60	17.71628175	17.77362733	17.66044281
15/04/1991	60	90	16.46459618	16.49876097	16.43077332
15/04/1991	90	120	15.85619957	15.87644656	15.83604341
15/04/1991	120	150	15.87527313	15.88615304	15.86445234
15/04/1991	150	180	16.23878886	16.24314002	16.2344671
15/04/1991	180	210	21.01865991	21.02399324	21.01333554
16/04/1991	0	0	25.195513	16.8369889	36.55141205
16/04/1991	0	5	25.21780012	30.40888805	20.3796212
16/04/1991	5	15	24.38480007	25.02701037	23.83983877
16/04/1991	15	30	21.85775907	21.93286757	21.7829909
16/04/1991	30	45	19.42568878	19.51823427	19.32777834
16/04/1991	45	60	17.8363325	17.89746599	17.77613249
16/04/1991	60	90	16.53518451	16.57054427	16.50023042
16/04/1991	90	120	15.89776152	15.91831753	15.8773121
16/04/1991	120	150	15.89762991	15.90870047	15.8866189
16/04/1991	150	180	16.24774913	16.25220131	16.24332685
16/04/1991	180	210	21.00779505	21.01310901	21.00249013
17/04/1991	0	0	22.32297815	19.17753352	26.70210923
17/04/1991	0	5	22.92257073	24.62387889	21.31379345
17/04/1991	5	15	23.727179	24.54868763	23.31683943
17/04/1991	15	30	21.93519988	21.95964137	21.89345213
17/04/1991	30	45	19.60423992	19.6773737	19.52203392
17/04/1991	45	60	17.96220384	18.02424231	17.90009575
17/04/1991	60	90	16.60826959	16.64486371	16.57206658
17/04/1991	90	120	15.93998783	15.96090075	15.91919688
17/04/1991	120	150	15.92037528	15.93163718	15.90917437
17/04/1991	150	180	16.25691527	16.26146854	16.2523924
17/04/1991	180	210	20.99697196	21.00226451	20.99168851
18/04/1991	0	0	23.5851851	14.9356625	34.8686111
18/04/1991	0	5	23.43546891	28.76758265	18.45774643
18/04/1991	5	15	22.86602748	23.33555653	22.31606397
18/04/1991	15	30	21.7796631	21.89082742	21.71199027
18/04/1991	30	45	19.73072563	19.77150286	19.6800536
18/04/1991	45	60	18.08703403	18.14564211	18.02685692
18/04/1991	60	90	16.68373019	16.72129617	16.6464365
18/04/1991	90	120	15.98296885	16.00427326	15.96179584
18/04/1991	120	150	15.9435129	15.95496968	15.93211919
18/04/1991	150	180	16.2662875	16.27094202	16.26166389
18/04/1991	180	210	20.9861946	20.99146387	20.9809345
19/04/1991	0	0	23.49065803	17.33249783	30.73282617
19/04/1991	0	5	23.11105309	26.37447328	19.9880216
19/04/1991	5	15	22.81928271	23.23612092	22.51003336
19/04/1991	15	30	21.65240449	21.71149734	21.60561161
19/04/1991	30	45	19.8026632	19.82772929	19.77296912
19/04/1991	45	60	18.20231579	18.25464645	18.14803653
19/04/1991	60	90	16.76076788	16.79871889	16.72290167
19/04/1991	90	120	16.02674882	16.04844167	16.00518496
19/04/1991	120	150	15.96705018	15.97870544	15.95545995
19/04/1991	150	180	16.27586623	16.28062225	16.27114165
19/04/1991	180	210	20.97546667	20.98071092	20.97023164
20/04/1991	0	0	23.61743388	17.98666151	31.21210846
20/04/1991	0	5	23.46724982	26.66908532	20.43190463
20/04/1991	5	15	22.77440402	23.01972906	22.48940353
20/04/1991	15	30	21.56727652	21.60513797	21.54224898
20/04/1991	30	45	19.84746163	19.86443431	19.82861794
20/04/1991	45	60	18.30427505	18.34995331	18.25675347
20/04/1991	60	90	16.8381103	16.87580435	16.80032895
20/04/1991	90	120	16.07128417	16.09331423	16.04936886
20/04/1991	120	150	15.9909915	16.00284497	15.97920405
20/04/1991	150	180	16.28565195	16.2905097	16.28082616
20/04/1991	180	210	20.96479168	20.97000919	20.95958343
21/04/1991	0	0	20.84516548	12.49863549	32.48562732
21/04/1991	0	5	21.86377599	26.70100276	17.37480233
21/04/1991	5	15	22.39781621	22.97988251	21.98334543
21/04/1991	15	30	21.48929948	21.54565399	21.43339266
21/04/1991	30	45	19.87943983	19.89015287	19.86515632
21/04/1991	45	60	18.39339328	18.43336726	18.35179459
21/04/1991	60	90	16.9145594	16.95151566	16.87739416
21/04/1991	90	120	16.11644503	16.13872914	16.09425406
21/04/1991	120	150	16.01533148	16.02737673	16.00335177
21/04/1991	150	180	16.29564486	16.30060424	16.29071789
21/04/1991	180	210	20.95417326	20.9593622	20.94899364
22/04/1991	0	0	22.21090292	11.74672304	35.59271828
22/04/1991	0	5	21.88469698	28.51446538	15.72279769
22/04/1991	5	15	21.76277884	22.32286434	21.11861509
22/04/1991	15	30	21.3144698	21.43127975	21.23906178
22/04/1991	30	45	19.89313684	19.89503855	19.890476
22/04/1991	45	60	18.4709855	18.5051627	18.43497558
22/04/1991	60	90	16.98923241	17.02508774	16.95306745
22/04/1991	90	120	16.16206977	16.18452787	16.13967864
22/04/1991	120	150	16.04005665	16.05228558	16.02789149
22/04/1991	150	180	16.3058445	16.31090512	16.30081671
22/04/1991	180	210	20.94361518	20.94877371	20.93846603
23/04/1991	0	0	22.25386799	14.58117082	27.99832267
23/04/1991	0	5	21.73304658	24.54177204	18.97028205
23/04/1991	5	15	21.80718447	22.22764953	21.54739745
23/04/1991	15	30	21.1788169	21.23843559	21.12540125
23/04/1991	30	45	19.88586056	19.89033708	19.87967117
23/04/1991	45	60	18.535977	18.56392511	18.50648805
23/04/1991	60	90	17.06129717	17.09560148	17.02658275
23/04/1991	90	120	16.20787848	16.23031679	16.18547897
23/04/1991	120	150	16.06512447	16.07750115	16.05280701
23/04/1991	150	180	16.31624878	16.3214088	16.3111218
23/04/1991	180	210	20.93312225	20.9382475	20.92800639
24/04/1991	0	0	25.08591566	16.72622424	36.09467448
24/04/1991	0	5	24.14117751	29.17083759	19.38355943
24/04/1991	5	15	22.09131402	22.85277784	21.58225398
24/04/1991	15	30	21.09596622	21.12448429	21.07187088
24/04/1991	30	45	19.87336139	19.87941005	19.86867822
24/04/1991	45	60	18.58962113	18.61298552	18.56503078
24/04/1991	60	90	17.12940006	17.16136659	17.09699945
24/04/1991	90	120	16.25260336	16.27401205	16.23122483
24/04/1991	120	150	16.0902535	16.10252927	16.07801981
24/04/1991	150	180	16.32684193	16.33208637	16.32162919
24/04/1991	180	210	20.92271111	20.92778985	20.91764174
25/04/1991	0	0	22.41993163	19.83848158	25.2966369
25/04/1991	0	5	22.67592314	23.69396169	21.5443323
25/04/1991	5	15	22.54772966	22.84609143	22.42095542
25/04/1991	15	30	21.1705281	21.19773402	21.12291302
25/04/1991	30	45	19.87372988	19.88135601	19.8686938
25/04/1991	45	60	18.63555279	18.65673783	18.6139318
25/04/1991	60	90	17.19346672	17.22380743	17.16269576
25/04/1991	90	120	16.29585473	16.31681954	16.27490275
25/04/1991	120	150	16.11514815	16.12729251	16.10304261
25/04/1991	150	180	16.33758393	16.34288865	16.33230944
25/04/1991	180	210	20.9124118	20.91742787	20.90740501
26/04/1991	0	0	24.45376116	17.68251449	32.68288021
26/04/1991	0	5	23.74421292	27.57172494	20.05254903
26/04/1991	5	15	22.36110146	22.86344989	21.98784949
26/04/1991	15	30	21.19503588	21.21951853	21.18147108
26/04/1991	30	45	19.89117316	19.90071932	19.88176647
26/04/1991	45	60	18.67817805	18.6984654	18.65762394
26/04/1991	60	90	17.25468864	17.28388757	17.22508584
26/04/1991	90	120	16.33873077	16.35973571	16.31771415
26/04/1991	120	150	16.13987845	16.1519942	16.12780437
26/04/1991	150	180	16.34843211	16.3537801	16.34311363
26/04/1991	180	210	20.90225068	20.90719424	20.89731628
27/04/1991	0	0	26.72816273	18.08607695	38.23288603
27/04/1991	0	5	25.65936055	31.36758471	20.34630496
27/04/1991	5	15	23.01435986	23.8972328	22.38950098
27/04/1991	15	30	21.27392858	21.38083783	21.22251547
27/04/1991	30	45	19.91600653	19.93422854	19.9012439
27/04/1991	45	60	18.71935613	18.73946047	18.69931853
27/04/1991	60	90	17.31359449	17.34170827	17.28511652
27/04/1991	90	120	16.38165362	16.40264363	16.36063154
27/04/1991	120	150	16.16461343	16.17676041	16.15250743
27/04/1991	150	180	16.35936259	16.3647477	16.35400668
27/04/1991	180	210	20.89224023	20.8971087	20.88738076
28/04/1991	0	0	30.12580748	21.32540612	41.49654897
28/04/1991	0	5	28.22268101	34.29628234	22.61711918
28/04/1991	5	15	24.2557018	25.43512902	23.49783843
28/04/1991	15	30	21.5394623	21.75963449	21.38807683
28/04/1991	30	45	19.96816761	20.0087445	19.9353363
28/04/1991	45	60	18.76146682	18.78352798	18.74032684
28/04/1991	60	90	17.370374	17.39757447	17.34289174
28/04/1991	90	120	16.42450952	16.44543394	16.40353805
28/04/1991	120	150	16.18945123	16.20166378	16.17727669
28/04/1991	150	180	16.37037063	16.37579447	16.36497594
28/04/1991	180	210	20.88237998	20.88717626	20.87759256
29/04/1991	0	0	30.97673426	22.38967349	42.41965224
29/04/1991	0	5	29.58001532	35.45810798	24.2030823
29/04/1991	5	15	25.67250651	26.65425072	24.97240595
29/04/1991	15	30	22.02320734	22.3166529	21.77222552
29/04/1991	30	45	20.07465843	20.14779283	20.01101531
29/04/1991	45	60	18.80989838	18.83737901	18.7845218
29/04/1991	60	90	17.42556269	17.45227276	17.39872444
29/04/1991	90	120	16.46727068	16.48815855	16.44632764
29/04/1991	120	150	16.21446063	16.22677129	16.20218454
29/04/1991	150	180	16.38146494	16.38693453	16.37602465
29/04/1991	180	210	20.87266006	20.87739085	20.86793803
30/04/1991	0	0	26.89812747	19.35870802	37.39288939
30/04/1991	0	5	27.2045422	32.07854792	22.77348894
30/04/1991	5	15	26.02248458	26.61158172	25.54897875
30/04/1991	15	30	22.55666974	22.75467616	22.33114055
30/04/1991	30	45	20.2445899	20.34040194	20.15148855
30/04/1991	45	60	18.87177348	18.9076495	18.83866012
30/04/1991	60	90	17.48013237	17.50694401	17.45340848
30/04/1991	90	120	16.50993151	16.53076232	16.4890496
30/04/1991	120	150	16.23968732	16.25210788	16.2272971
30/04/1991	150	180	16.39266281	16.39818804	16.38716705
30/04/1991	180	210	20.86306505	20.86773875	20.85840002
1/05/1991	0	0	26.44361574	19.22229752	36.03849053
1/05/1991	0	5	26.14231283	30.9590446	21.76187042
1/05/1991	5	15	25.36517846	26.00110638	24.87337703
1/05/1991	15	30	22.83806151	22.91441589	22.76220278
1/05/1991	30	45	20.44002324	20.53005694	20.34465525
1/05/1991	45	60	18.95075563	18.99420985	18.9093059
1/05/1991	60	90	17.53535124	17.56288078	17.5080932
1/05/1991	90	120	16.55247788	16.57327041	16.53165043
1/05/1991	120	150	16.26514399	16.27767572	16.25263877
1/05/1991	150	180	16.4039851	16.40957646	16.39842336
1/05/1991	180	210	20.85357766	20.85820281	20.84896114
2/05/1991	0	0	25.93957638	16.481149	38.47694017
2/05/1991	0	5	25.89468006	32.08868461	20.22111494
2/05/1991	5	15	24.98585216	25.51017447	24.34676828
2/05/1991	15	30	22.92598631	22.96118606	22.90404656
2/05/1991	30	45	20.61427949	20.68800072	20.53379921
2/05/1991	45	60	19.04298577	19.09066052	18.99614821
2/05/1991	60	90	17.59232532	17.62093405	17.56406765
2/05/1991	90	120	16.59497125	16.61577323	16.57415697
2/05/1991	120	150	16.29082749	16.30346732	16.27821147
2/05/1991	150	180	16.41545244	16.42111961	16.409815
2/05/1991	180	210	20.8441814	20.84876567	20.83960574
3/05/1991	0	0	29.02471754	19.22000801	41.36078335
3/05/1991	0	5	27.65290015	34.39789261	21.44861631
3/05/1991	5	15	25.19533163	26.18562513	24.39796179
3/05/1991	15	30	22.98042825	23.07235343	22.94919527
3/05/1991	30	45	20.75718954	20.82044571	20.69105074
3/05/1991	45	60	19.14175238	19.19085308	19.09273367
3/05/1991	60	90	17.65159692	17.68136846	17.62217017
3/05/1991	90	120	16.63751879	16.65838756	16.61666059
3/05/1991	120	150	16.31672948	16.32947384	16.30400765
3/05/1991	150	180	16.42708307	16.4328342	16.42136172
3/05/1991	180	210	20.83486203	20.83941175	20.83032093
4/05/1991	0	0	28.81804437	20.51125929	39.28775327
4/05/1991	0	5	28.07925045	33.53857739	22.97753143
4/05/1991	5	15	25.91733695	26.60690405	25.29228245
4/05/1991	15	30	23.18339448	23.32270453	23.07973216
4/05/1991	30	45	20.89210857	20.96203276	20.82331869
4/05/1991	45	60	19.243002	19.29333173	19.19296842
4/05/1991	60	90	17.71321637	17.74410275	17.68265405
4/05/1991	90	120	16.68023637	16.70122494	16.65927822
4/05/1991	120	150	16.34284256	16.3556891	16.33001853
4/05/1991	150	180	16.43889186	16.44473336	16.43308015
4/05/1991	180	210	20.82560817	20.8301282	20.8210968
5/05/1991	0	0	25.61979439	18.50591769	35.31079839
5/05/1991	0	5	26.07226515	30.72808122	21.81074178
5/05/1991	5	15	25.78185349	26.5144212	25.30665887
5/05/1991	15	30	23.40042747	23.45600879	23.33050515
5/05/1991	30	45	21.04006863	21.11154255	20.96526299
5/05/1991	45	60	19.34742381	19.39971922	19.29551569
5/05/1991	60	90	17.77711755	17.80912732	17.74543595
5/05/1991	90	120	16.72324413	16.74441436	16.70212178
5/05/1991	120	150	16.36916669	16.38211887	16.3562382
5/05/1991	150	180	16.45089041	16.45682725	16.44498337
5/05/1991	180	210	20.81641122	20.82090517	20.81192597
6/05/1991	0	0	25.22472507	19.53712652	32.75163222
6/05/1991	0	5	25.12863535	28.9950979	21.63429399
6/05/1991	5	15	25.03809692	25.69128766	24.63405494
6/05/1991	15	30	23.4194796	23.46275177	23.38753786
6/05/1991	30	45	21.17669496	21.2309699	21.11452908
6/05/1991	45	60	19.4549592	19.50751622	19.40197825
6/05/1991	60	90	17.84332199	17.8764346	17.81050925
6/05/1991	90	120	16.76669223	16.78812583	16.74532109
6/05/1991	120	150	16.39571914	16.4087915	16.38267288
6/05/1991	150	180	16.46308819	16.46912476	16.4570815
6/05/1991	180	210	20.80726457	20.81173533	20.80280256
7/05/1991	0	0	26.3326709	19.95371222	34.77051475
7/05/1991	0	5	25.89053197	30.35822149	21.87851344
7/05/1991	5	15	24.82502605	25.31891098	24.32557567
7/05/1991	15	30	23.33388702	23.38788923	23.29965173
7/05/1991	30	45	21.2751174	21.3120875	21.23306328
7/05/1991	45	60	19.56095253	19.610961	19.50974139
7/05/1991	60	90	17.91164902	17.94563988	17.87786171
7/05/1991	90	120	16.8107282	16.83248238	16.78904535
7/05/1991	120	150	16.42253318	16.43574429	16.40935115
7/05/1991	150	180	16.47549417	16.48163497	16.46938343
7/05/1991	180	210	20.79816266	20.8026128	20.79372136
8/05/1991	0	0	29.38102882	20.8675681	40.42389829
8/05/1991	0	5	28.08246742	34.17848687	22.53084645
8/05/1991	5	15	25.36385195	26.3962626	24.58459511
8/05/1991	15	30	23.33910829	23.44014883	23.30441964
8/05/1991	30	45	21.34816059	21.38408957	21.31363266
8/05/1991	45	60	19.66082369	19.70746699	19.61304733
8/05/1991	60	90	17.98152416	18.01603864	17.94709943
8/05/1991	90	120	16.85544441	16.87754485	16.83341645
8/05/1991	120	150	16.4496468	16.46301528	16.43631038
8/05/1991	150	180	16.48811778	16.49436762	16.48189825
8/05/1991	180	210	20.78910046	20.79353236	20.78467747
9/05/1991	0	0	28.09493195	21.38060356	37.02593147
9/05/1991	0	5	27.70495258	32.31515134	23.52041325
9/05/1991	5	15	26.07762911	26.57091736	25.56075952
9/05/1991	15	30	23.5536634	23.67899039	23.44782996
9/05/1991	30	45	21.43485551	21.48705142	21.38597408
9/05/1991	45	60	19.75512456	19.80069286	19.70942341
9/05/1991	60	90	18.05227	18.08706438	18.01751554
9/05/1991	90	120	16.90086733	16.92330932	16.87849377
9/05/1991	120	150	16.47709456	16.49063518	16.46358846
9/05/1991	150	180	16.50096899	16.50733289	16.49463573
9/05/1991	180	210	20.78007327	20.78448915	20.77566639
10/05/1991	0	0	26.13973207	19.11723997	35.41440154
10/05/1991	0	5	26.2936322	30.8179259	22.13350832
10/05/1991	5	15	25.81336746	26.4310728	25.33551263
10/05/1991	15	30	23.72727232	23.76893684	23.68509319
10/05/1991	30	45	21.54664315	21.60084082	21.4895373
10/05/1991	45	60	19.84878239	19.89501706	19.80264499
10/05/1991	60	90	18.12357639	18.15865036	18.0885526
10/05/1991	90	120	16.94696224	16.96971764	16.92427188
10/05/1991	120	150	16.50489752	16.51861556	16.49121575
10/05/1991	150	180	16.51405758	16.52054012	16.50760602
10/05/1991	180	210	20.77107705	20.77547868	20.76668453
11/05/1991	0	0	26.17739536	19.1294719	35.08122951
11/05/1991	0	5	25.94124854	30.59108292	21.63135347
11/05/1991	5	15	25.35101971	25.86811583	24.83932298
11/05/1991	15	30	23.74002899	23.77639582	23.71045322
11/05/1991	30	45	21.65046707	21.69214649	21.60311951
11/05/1991	45	60	19.9432204	19.98895541	19.89699467
11/05/1991	60	90	18.19548049	18.23084598	18.16015164
11/05/1991	90	120	16.99367706	17.0167244	16.9706928
11/05/1991	120	150	16.53306174	16.54695755	16.51920358
11/05/1991	150	180	16.52739198	16.53399685	16.52081843
11/05/1991	180	210	20.76210889	20.76649737	20.75772963
12/05/1991	0	0	27.19643565	18.00140265	38.94740765
12/05/1991	0	5	26.71872703	32.87902939	21.050021
12/05/1991	5	15	25.33000553	26.06356436	24.62361467
12/05/1991	15	30	23.70428119	23.73814991	23.66839385
12/05/1991	30	45	21.72868039	21.76043157	21.69384114
12/05/1991	45	60	20.03531825	20.07882599	19.99088158
12/05/1991	60	90	18.26790033	18.30341946	18.23235861
12/05/1991	90	120	17.04097684	17.0643013	17.01771165
12/05/1991	120	150	16.5615877	16.57566115	16.54755302
12/05/1991	150	180	16.5409787	16.54770859	16.53428045
12/05/1991	180	210	20.75316721	20.757543	20.74880075
13/05/1991	0	0	27.68678798	19.5138817	38.04446303
13/05/1991	0	5	27.05602027	32.6131985	21.92370994
13/05/1991	5	15	25.61722571	26.28455206	24.97159606
13/05/1991	15	30	23.75004479	23.81097582	23.72568629
13/05/1991	30	45	21.795411	21.82856227	21.76190119
13/05/1991	45	60	20.1226222	20.16389412	20.08064296
13/05/1991	60	90	18.34047899	18.37594153	18.30493512
13/05/1991	90	120	17.08883342	17.1124183	17.06530026
13/05/1991	120	150	16.59047744	16.60473029	16.57626418
13/05/1991	150	180	16.55482256	16.56167951	16.54799757
13/05/1991	180	210	20.74425155	20.74861465	20.7398979
14/05/1991	0	0	29.2133072	20.60953946	40.25891848
14/05/1991	0	5	28.28876872	34.27294742	22.79965234
14/05/1991	5	15	26.0854027	26.94273141	25.35898646
14/05/1991	15	30	23.86920763	23.98547767	23.81573479
14/05/1991	30	45	21.86880041	21.90960104	21.83016766
14/05/1991	45	60	20.20606096	20.24623626	20.16562781
14/05/1991	60	90	18.41283231	18.44810777	18.37745177
14/05/1991	90	120	17.13720249	17.16101921	17.11342796
14/05/1991	120	150	16.61973404	16.63416696	16.60534095
14/05/1991	150	180	16.56892727	16.57591287	16.56197393
14/05/1991	180	210	20.73536226	20.73971236	20.73102175
15/05/1991	0	0	29.85531977	21.28910779	40.95178737
15/05/1991	0	5	29.00833664	34.96520079	23.56689355
15/05/1991	5	15	26.7125861	27.52353858	25.99730581
15/05/1991	15	30	24.09658465	24.25107402	23.99292727
15/05/1991	30	45	21.96349242	22.0187165	21.91167264
15/05/1991	45	60	20.28855847	20.32961551	20.24794648
15/05/1991	60	90	18.48478634	18.51988719	18.44960874
15/05/1991	90	120	17.18602139	17.21003823	17.16203816
15/05/1991	120	150	16.6493574	16.66396905	16.63478525
15/05/1991	150	180	16.58329578	16.59041133	16.5762128
15/05/1991	180	210	20.7265002	20.73083677	20.72217333
16/05/1991	0	0	27.55656524	18.65528071	39.18181521
16/05/1991	0	5	27.66853658	33.57023845	22.23420051
16/05/1991	5	15	26.78152246	27.40323138	26.14017005
16/05/1991	15	30	24.34136023	24.43309119	24.25961361
16/05/1991	30	45	22.08553617	22.14835867	22.02142543
16/05/1991	45	60	20.37418502	20.4177633	20.33139403
16/05/1991	60	90	18.5564838	18.59158161	18.52138195
16/05/1991	90	120	17.23522874	17.25942151	17.21106513
16/05/1991	120	150	16.6793431	16.69413011	16.66459486
16/05/1991	150	180	16.59793044	16.60517692	16.5907168
16/05/1991	180	210	20.71766656	20.72198895	20.71335398
17/05/1991	0	0	28.61757652	19.96639401	39.81840186
17/05/1991	0	5	27.95617298	34.07962382	22.39189261
17/05/1991	5	15	26.5685648	27.24762729	25.86158587
17/05/1991	15	30	24.45237439	24.51651075	24.42538203
17/05/1991	30	45	22.21083079	22.26688765	22.15111276
17/05/1991	45	60	20.46463965	20.50991067	20.41965298
17/05/1991	60	90	18.62831055	18.66358856	18.59307903
17/05/1991	90	120	17.28478404	17.30914183	17.26045546
17/05/1991	120	150	16.70968306	16.72464082	16.69476326
17/05/1991	150	180	16.61283296	16.62021104	16.60548797
17/05/1991	180	210	20.7088628	20.71317024	20.7045653
18/05/1991	0	0	29.05527776	19.72600256	41.03881007
18/05/1991	0	5	28.47999714	34.91527591	22.60566698
18/05/1991	5	15	26.78401994	27.54666222	26.03309543
18/05/1991	15	30	24.55284151	24.63899034	24.52125399
18/05/1991	30	45	22.32431116	22.37762291	22.26934912
18/05/1991	45	60	20.55758405	20.60335311	20.51184835
18/05/1991	60	90	18.70055036	18.73606149	18.66509479
18/05/1991	90	120	17.33467108	17.35919048	17.31018252
18/05/1991	120	150	16.74036728	16.75549075	16.72528109
18/05/1991	150	180	16.62800439	16.63551438	16.62052768
18/05/1991	180	210	20.70009063	20.70438222	20.6958091
19/05/1991	0	0	26.48770275	19.62597613	35.49258234
19/05/1991	0	5	26.73192432	31.22534035	22.62406674
19/05/1991	5	15	26.62108106	27.37263991	26.1425876
19/05/1991	15	30	24.66413367	24.67819837	24.64473007
19/05/1991	30	45	22.43472602	22.48493881	22.38006298
19/05/1991	45	60	20.65135156	20.69735868	20.60530481
19/05/1991	60	90	18.77326059	18.8089999	18.73757735
19/05/1991	90	120	17.38488379	17.4095622	17.36023779
19/05/1991	120	150	16.77138522	16.78666926	16.7561379
19/05/1991	150	180	16.64344503	16.6510869	16.63583662
19/05/1991	180	210	20.69135199	20.69562673	20.68708743
20/05/1991	0	0	25.94216058	21.24584027	31.94840052
20/05/1991	0	5	25.92299688	29.10543595	23.03344427
20/05/1991	5	15	25.97074149	26.58121112	25.62979339
